-18133.66102,-10180.25682,-522.288155,9040.855863,18015.713,-5818.181888,30895.07905,-19894.65581,-3614.488064,-11843.0427,-21414.838,-18143.35461,11155.82788,318.0031415,6992.310317,-7132.346655,-5155.288583,-19272.37108,-6382.05746,-18970.49395,-9839.017744,7343.059399,-7739.862506,-4167.553533,-10404.16698,-7064.202195,28061.83358,-15517.45083,-5491.038144,6489.192632,-2990.743571,-16025.17804,-6887.253137,-12517.24147,18237.86623,-5140.19378,10160.74663,-8711.933737,-22124.17662,-24150.25866,-5911.888139,-23305.86928,27098.1947,12963.32001,9466.730002,12800.1623,12674.15264,-8828.833692,210.2775144,15804.02761,-13484.81071,6578.289258,-10450.35476,-92.5962249,-26814.44532,-14227.61641,-11243.28858,3446.446938,-17718.67648,7998.426483,-2521.131734,3974.991708,10617.68745,2760.209532,18181.35824,11085.45105,-15926.90864,-21107.26096,-13108.04911,1029.056971,10299.05059,13540.9676,22903.21851,1923.901619,3297.114512,-14347.84964,-2643.990769,-10073.22531,-3032.36857,12947.08725,2860.006674,-15193.81555,20372.49023,1794.840317,-4898.311198,-12419.30994,8966.589331,615.8167979,-18363.14769,8950.730113,5852.918578,17054.33046,20467.83609,17252.65412,8125.485908,-11091.37627,14434.05258,5340.076001,-1888.941369,-16100.60695,1
-9980.160377,-2863.152347,2983.566524,8229.21765,13975.43347,-3062.767164,23391.28233,-12777.73083,-6650.903974,-9345.348212,-14911.68212,-15773.07248,7827.672104,-2293.406732,3851.131152,-7392.006003,-308.7360016,-13321.37603,-2614.973394,-14132.82039,-3767.335324,2908.912987,-1621.352256,-2285.958637,-7597.348415,-8532.890379,23487.34098,-13374.15498,-2823.519032,3776.973275,-4605.557492,-14024.96245,-6713.144954,-11031.17517,15026.50729,-5129.453542,5792.899392,-6488.419865,-13564.44122,-18234.19624,-6516.784559,-14335.79221,17103.20479,12998.60821,1898.734264,8974.237068,2797.070434,-6529.554234,-1748.890477,9096.576857,-6665.542621,2926.123515,-3289.579505,599.3386879,-14003.6574,-11323.43729,-10790.26613,8675.622625,-12989.1383,11826.09971,-3764.698144,2127.091779,7584.345398,6205.389879,12241.26781,8492.139772,-11748.43153,-19041.99368,-9554.013698,1453.409686,10382.73767,8133.82749,12450.26679,3382.738753,3962.62089,-13339.27213,-2866.654461,-8418.631753,-727.0865798,12521.87781,4712.050973,-9431.926373,11677.11175,4365.151065,-4608.575474,-15053.38718,2433.691785,-115.6976368,-11382.80927,6729.291173,6247.038843,17053.27231,15333.72474,15046.06609,2426.602984,-6869.473822,8632.435885,3644.29286,-2039.732056,-12198.73613,1
-5879.475895,-2505.827873,1268.685894,5180.10585,3327.329589,-1170.650698,19338.33029,-12271.52817,-5131.381328,-8636.933002,-15069.08175,-13998.31531,9876.413081,-358.912399,2781.159847,-1168.143198,574.1361885,-15434.17199,324.2452891,-10938.49492,-260.7556409,4071.199479,-4465.065498,-4535.664908,-3211.272755,-5686.864451,17427.35081,-8241.054807,-3435.416939,4471.94153,-5121.337616,-13159.23756,-1121.084946,-14263.13451,9263.319158,-5998.969932,6127.510028,-3460.484987,-7751.811275,-19517.0306,-5677.255235,-10785.82961,14018.24256,9020.946909,-1952.446645,3853.282723,-3328.384938,-12374.7742,-4407.444963,9885.028686,-921.8177948,3641.932239,-1884.907954,1189.749633,-13797.23611,-12222.23055,-6827.781118,8798.521811,-11927.42452,11813.99215,306.7305033,423.744927,8119.090149,4091.855427,12810.14491,10826.88739,-6465.256035,-18631.99693,-11663.15119,-938.4365571,9393.289714,3612.729711,12409.84951,2247.556509,6635.502111,-12155.0403,283.274457,-4373.700042,-252.2440748,10559.77382,2918.79827,-8394.063145,8592.440601,5327.061951,-1986.310864,-8510.193523,1032.457161,-2582.237978,-4360.633718,3549.500116,12420.068,14919.77037,8236.57525,10932.37945,768.973768,-5065.645548,7081.771365,10114.07695,-2081.156447,-12358.62778,1
-436.9074097,-202.2724511,243.8336782,194.7658391,948.6366941,-140.1842631,1018.112263,-1132.20971,-48.99082882,-691.6428298,-1095.187751,-487.6857473,971.0629973,-124.4032629,331.0636342,-383.5646178,-393.2264278,-887.2206982,-152.6676066,-953.0766086,91.83213666,233.3813213,-326.5597817,-94.25307862,-240.7440539,-695.7786857,1344.248211,-458.0346423,-150.2640594,278.1738325,-70.57514899,-979.2106825,-32.0106815,-793.9339258,1005.261949,-32.65261681,494.1216941,-494.8398819,-1029.274169,-1025.705789,-197.5205048,-687.4207223,1302.911734,722.233881,168.2817219,272.6337517,260.2497098,-374.0957531,-156.800867,469.081877,-498.351373,316.6139958,-267.8919541,-320.172999,-1020.342408,-569.8456346,-478.746751,57.98159858,-621.0824761,625.0657783,-192.234218,380.4075549,263.7286422,224.9147279,730.272972,704.5769731,-407.7576131,-846.7137224,-501.5741371,69.47060305,526.7499768,434.5065963,666.0355039,283.8302623,155.9629888,-663.4466176,-215.9533712,-528.9379436,-129.5493618,371.2471095,417.511344,-805.649164,689.964398,278.826432,-518.3913818,-605.4626215,87.41658288,83.17143498,-476.0652831,609.380099,666.0728442,828.2828065,1093.28913,925.6556951,102.7053691,-687.0185355,381.127817,21.95778644,64.44908569,-660.627397,1
-16230.03182,-6899.157464,3379.042851,12499.94205,21174.39885,-3577.761249,28720.84388,-19609.30947,-6090.469104,-11511.1531,-21181.47062,-16949.87042,10398.97108,77.70673372,4418.461769,-7859.259072,-2775.814109,-20167.32104,-4912.81686,-18745.44388,-7448.699316,6610.045036,-6693.367147,-3566.258266,-11755.20153,-8686.845077,29469.29686,-15936.9395,-4028.29477,7743.651272,-5969.611058,-16873.30028,-7371.132981,-13955.6919,19390.32843,-6847.006646,10362.74794,-10631.29558,-22503.17784,-24051.52525,-7258.346528,-23518.76104,26793.16157,15018.90151,7642.658227,14092.02907,9924.333864,-9721.123884,223.3048481,15760.61089,-12109.25546,6460.489589,-9121.130548,370.9629043,-26844.04013,-16219.8656,-11615.27481,4177.590698,-16696.22687,10645.1268,-3270.815415,6317.315607,11432.76744,5519.52544,17141.68899,11842.68969,-16773.11491,-22457.19041,-12866.45582,2329.829032,13043.37717,15635.65191,20130.49601,2434.918952,3954.154989,-15640.40433,-3548.61482,-10372.80591,-2352.836172,16119.01868,5539.93982,-12792.89744,19047.78637,3020.511354,-5329.644946,-16726.06919,8829.036532,571.1541528,-18565.6327,11287.95935,8935.275566,18505.08165,19862.95669,18408.76125,6737.684417,-10857.36367,13552.00691,3333.41558,-933.4741744,-17660.09175,1
-6715.286534,-2771.482775,1399.873241,5378.791373,9003.443467,-1514.890828,11788.03977,-8048.765303,-2433.335638,-4674.983989,-8916.445439,-6982.057479,4102.957197,58.37833229,1712.537003,-3254.49602,-1268.780782,-8289.025144,-2160.464852,-7738.909098,-3120.285544,2790.584907,-2992.974948,-1453.850665,-5069.808526,-3743.194458,12235.50303,-6649.802657,-1530.38301,3368.489429,-2527.623806,-6952.469735,-3177.398521,-5525.282933,8182.345012,-2825.036672,4321.042853,-4416.98956,-9518.557812,-9844.996823,-3020.632852,-9909.915953,11199.30107,6104.90017,3409.34284,6059.910647,4327.970033,-3909.095824,227.3046548,6519.624909,-5173.032514,2629.020428,-3832.532225,282.5353175,-11266.61689,-6589.139859,-4813.351021,1495.405392,-6898.874695,4112.515939,-1421.922481,2793.737723,4809.877581,2147.492045,7049.571276,4915.336066,-7039.166139,-9104.854328,-5226.639692,932.0971279,5333.978625,6692.406901,8210.451705,916.3937209,1538.834946,-6388.64922,-1460.963564,-4329.334746,-1055.813854,6642.525277,2359.350754,-5233.732391,8031.00459,1176.944199,-2221.044063,-6904.959805,4020.258134,293.0650577,-7787.984013,4941.02263,3453.199297,7433.628074,8335.266487,7605.306781,2904.751383,-4374.769352,5664.821173,1277.765506,-248.996342,-7287.940637,1
-9521.644898,-3443.942397,1969.114421,6756.473379,16153.40211,-514.0022766,14113.18365,-11491.93961,-2186.524325,-5378.144778,-15856.40267,-9117.161828,4048.524351,-3414.609622,4848.328613,-3732.392494,-1984.861801,-14371.12999,-5299.13901,-10079.39283,-5421.615142,3942.610563,-7225.137096,-3483.419898,-4636.635553,-2860.413148,17510.27112,-8001.51339,504.5511505,5154.198692,-1741.279258,-9306.905055,1093.736348,-5485.04853,9677.008384,-4968.709644,6208.946606,-8584.823684,-17815.17316,-16108.33104,-3477.572165,-15919.78245,19426.14372,10353.3475,6676.751029,10717.02484,2995.792784,-4918.652996,2965.554869,11688.97877,-9185.782488,5921.880503,-6685.623477,-3584.291779,-17914.38241,-7867.480399,-4163.961068,2405.232552,-10816.89916,5517.384621,-3433.537141,3466.90093,9057.927046,1006.650893,15039.34665,7601.045104,-9078.515275,-12810.00648,-7769.396021,2858.726541,318.749681,10988.40643,8865.727996,856.7555147,2749.848366,-10261.56903,-3757.331955,-4158.637747,-1024.987363,13117.27529,6260.289075,-6381.507051,12341.20626,-241.2723576,-6233.527765,-10351.43351,10110.78261,64.06445706,-10543.53789,5791.391693,8096.684042,11696.22606,15985.56015,11708.42944,6989.198815,-7862.523259,8634.000971,2642.846287,379.1085227,-9933.933685,1
-8635.036571,-2499.798651,3144.46577,7716.228811,12801.00385,794.7285875,16153.20992,-13999.34469,-2938.224318,-8342.946508,-12212.70496,-11235.86255,8843.888431,251.7588074,3697.478979,-5968.364851,-2222.250588,-14246.45263,-1616.833294,-12373.81691,-3137.914565,4262.677035,-6174.295371,-2769.704308,-6784.90247,-6327.578607,18213.61546,-10879.15116,-2971.727863,3105.440685,-3468.68921,-9237.856887,-3377.635195,-9587.177382,11735.95507,-4420.980373,6345.964411,-7104.649639,-14771.86367,-14097.1097,-5003.033479,-11794.91207,18639.62344,10580.03916,4915.914428,5804.498927,4699.580627,-5602.592287,-840.7956125,9376.741983,-7915.850239,3691.330601,-4167.428285,-393.5682715,-15465.2624,-10845.88987,-7186.569613,-485.8502635,-10013.16917,8477.420704,-2803.38346,4173.233737,6648.440066,4532.026176,10605.54527,7560.842145,-9683.729467,-11738.63807,-6958.650842,2658.293268,7924.043465,8325.100515,11747.4216,2440.399156,1351.439746,-11431.02921,-2655.828118,-6389.902041,-786.1285973,8835.101931,5001.353801,-9308.229096,11567.29446,4046.27929,-5284.898296,-12753.08394,4096.582688,1122.563564,-10563.01875,7932.536187,5161.30785,11660.75218,13632.15478,10886.41651,1818.330697,-6725.975553,7762.641809,1887.253114,660.064187,-9794.297913,1
-16135.17521,-6345.451691,3446.045236,13335.61827,20541.36269,-2958.235366,28010.54822,-20165.68716,-5542.316581,-12011.53884,-21627.55671,-16860.16388,10137.49105,232.7018527,4302.197713,-8327.451162,-2215.528823,-20799.25508,-4696.219643,-19263.84647,-7240.563033,6063.477582,-7272.733021,-3873.078724,-12290.58748,-9215.490085,29916.684,-16675.5914,-3868.913638,6604.82505,-6094.900491,-16181.91314,-7285.264031,-13648.30622,19238.46446,-7450.92147,10590.70581,-10979.01295,-23136.10861,-23781.95605,-7038.527481,-23259.14955,27233.28917,14711.85968,7098.509177,13938.80895,10883.44596,-9264.065303,-356.8447954,15352.33564,-11903.51771,5258.792096,-8734.004448,1386.682456,-26613.37638,-16409.44849,-12109.04505,4493.843695,-16676.53181,10533.41865,-3717.593878,6246.228879,11323.2363,5469.103225,16976.78986,12268.97459,-16963.02786,-22139.66727,-12826.93404,2042.063006,13418.34899,15827.10007,20569.92623,2430.882756,3761.908594,-15830.56933,-2723.584982,-10593.49804,-2650.099879,16532.6149,5034.763601,-12464.28507,19215.74394,3000.654412,-5157.384629,-17040.58174,8289.174734,-0.141999268,-18703.10787,11366.9852,9008.733986,19111.91214,19799.45094,18133.34308,7123.163498,-10825.13197,13401.4749,3729.134978,-680.3663548,-17494.51824,1
-12785.31966,1210.298158,3136.287688,10112.64315,24111.06738,1950.708593,20706.53656,-17440.25313,4802.53698,-10329.51278,-15133.63565,-13112.8288,7860.321664,1485.816038,5207.20604,-8118.154273,-2779.980075,-18791.54148,255.189116,-13021.85495,-3480.502347,5175.855425,-2905.222506,-4829.985148,-10071.95335,-4496.554357,27363.8955,-16559.76599,-1125.197219,-606.4573177,-4922.546667,-7409.988251,-6517.905743,-8965.456975,18775.24397,-4634.758883,3659.391034,-7788.250359,-18907.55524,-13661.44046,-5033.223104,-17783.01163,28865.72376,12977.85418,8261.020304,10254.34324,5585.963903,-7079.388382,3428.70807,4000.847242,-14753.26187,5278.39366,2758.378085,-9333.164173,-14294.86789,-15827.3354,-10060.12417,-4557.500046,-9399.868389,8936.954971,-6980.481208,3116.215774,7666.457854,2679.007565,10560.46765,9210.513646,-11299.45876,-8434.059932,-3750.612942,4770.901566,11713.71926,7460.037856,12115.58668,4701.082621,-3509.128576,-13600.47403,-239.3386429,-10029.23513,-124.4460809,7736.562795,11288.09196,-9907.191856,11439.61198,5803.117106,-5469.664721,-13269.19001,2540.879902,341.3036949,-10953.15405,11724.05445,873.1526172,16216.39836,24558.63086,11093.2714,1073.386971,-10340.68411,9407.290157,-2412.340787,2088.184297,-11074.60201,1
